Age,Gender,Education Level,Job Title,Years of Experience,Salary,increased_salary
28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,72000.0
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,120000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,90000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0,168000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,90000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0,36000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,144000.0
30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,78000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0,228000.0
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,42000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,156000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,102000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,72000.0
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,120000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,90000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0,168000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,90000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0,36000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,144000.0
30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,78000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0,228000.0
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,42000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,156000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,102000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,72000.0
36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,120000.0
31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,90000.0
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,60000.0
42.0,Male,PhD,Data Scientist,14.0,140000.0,168000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,90000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0,36000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,144000.0
30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,78000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0,228000.0
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,42000.0
40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,156000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,102000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
44.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,72000.0
31.0,Male,Bachelor's Degree,Software Engineer,5.0,80000.0,96000.0
27.0,Female,Master's Degree,Marketing Manager,3.0,60000.0,72000.0
38.0,Male,PhD,Data Scientist,12.0,130000.0,156000.0
29.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,45000.0,54000.0
23.0,Male,High School,Junior Sales Associate,1.0,25000.0,30000.0
32.0,Female,Master's Degree,Software Developer,7.0,90000.0,108000.0
44.0,Male,Bachelor's Degree,Operations Manager,18.0,170000.0,204000.0
26.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,40000.0,48000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,114000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0,30000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,132000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,84000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0,264000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,42000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,168000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,132000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0,192000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,96000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,144000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,108000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,54000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,114000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0,30000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,132000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,84000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0,264000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,42000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,168000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,132000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0,192000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,96000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,144000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,108000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,54000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,114000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0,30000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,132000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,84000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0,264000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,42000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,168000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,132000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0,192000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,96000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,144000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,108000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,54000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,114000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0,30000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,132000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,84000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0,264000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,42000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,168000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,132000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0,192000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,96000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,144000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,108000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,54000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,114000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0,30000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,132000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,84000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0,264000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,42000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,168000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,132000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0,192000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,96000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,144000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,108000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,54000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,114000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0,30000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,132000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,84000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0,264000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,42000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,168000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,132000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0,192000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,96000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,144000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,108000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,54000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,114000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0,30000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,132000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,84000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0,264000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,42000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,168000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,132000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0,192000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,96000.0
39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,144000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,108000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,54000.0
40.0,Male,PhD,Data Scientist,15.0,150000.0,180000.0
33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,114000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0,30000.0
35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,132000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,84000.0
49.0,Male,PhD,Data Scientist,22.0,220000.0,264000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,42000.0
41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,168000.0
36.0,Male,Bachelor's Degree,Operations Manager,9.0,110000.0,132000.0
28.0,Female,High School,Junior Sales Associate,1.0,25000.0,30000.0
43.0,Male,PhD,Data Scientist,16.0,160000.0,192000.0
29.0,Male,Bachelor's Degree,Software Developer,5.0,80000.0,96000.0
34.0,Male,Bachelor's Degree,Software Engineer,6.0,85000.0,102000.0
31.0,Female,Master's Degree,Marketing Manager,4.0,62000.0,74400.0
41.0,Male,PhD,Data Scientist,13.0,138000.0,165600.0
27.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0,56400.0
25.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
33.0,Female,Master's Degree,Software Developer,8.0,95000.0,114000.0
45.0,Male,Bachelor's Degree,Operations Manager,19.0,174000.0,208800.0
28.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,41000.0,49200.0
42.0,Male,PhD,Data Scientist,16.0,162000.0,194400.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,118800.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,140400.0
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,90000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0,270000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,175200.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,135600.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
44.0,Male,PhD,Data Scientist,17.0,168000.0,201600.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,146400.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,115200.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
43.0,Male,PhD,Data Scientist,16.0,162000.0,194400.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,118800.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,140400.0
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,90000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0,270000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,175200.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,135600.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
44.0,Male,PhD,Data Scientist,17.0,168000.0,201600.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,146400.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,115200.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
43.0,Male,PhD,Data Scientist,16.0,162000.0,194400.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,118800.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,140400.0
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,90000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0,270000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,175200.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,135600.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
44.0,Male,PhD,Data Scientist,17.0,168000.0,201600.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,146400.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,115200.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
43.0,Male,PhD,Data Scientist,16.0,162000.0,194400.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,118800.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,140400.0
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,90000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0,270000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,175200.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,135600.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
44.0,Male,PhD,Data Scientist,17.0,168000.0,201600.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,146400.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,115200.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
43.0,Male,PhD,Data Scientist,16.0,162000.0,194400.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,118800.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,140400.0
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,90000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0,270000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,175200.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,135600.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
44.0,Male,PhD,Data Scientist,17.0,168000.0,201600.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,146400.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,115200.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
43.0,Male,PhD,Data Scientist,16.0,162000.0,194400.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,118800.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,140400.0
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,90000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0,270000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,175200.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,135600.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
44.0,Male,PhD,Data Scientist,17.0,168000.0,201600.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,146400.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,115200.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
43.0,Male,PhD,Data Scientist,16.0,162000.0,194400.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,118800.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,140400.0
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,90000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0,270000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,175200.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,135600.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
44.0,Male,PhD,Data Scientist,17.0,168000.0,201600.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,146400.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,115200.0
29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
43.0,Male,PhD,Data Scientist,16.0,162000.0,194400.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,118800.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,140400.0
30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,90000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0,270000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,175200.0
37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,135600.0
29.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
44.0,Male,PhD,Data Scientist,17.0,168000.0,201600.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
32.0,Female,Master's Degree,Software Developer,8.0,95000.0,114000.0
46.0,Male,PhD,Data Scientist,18.0,180000.0,216000.0
28.0,Female,Bachelor's Degree,Marketing Coordinator,2.0,41000.0,49200.0
24.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
31.0,Female,Master's Degree,Marketing Manager,5.0,68000.0,81600.0
39.0,Male,Bachelor's Degree,Operations Manager,13.0,127000.0,152400.0
25.0,Female,Bachelor's Degree,Human Resources Coordinator,2.0,47000.0,56400.0
41.0,Male,PhD,Data Scientist,15.0,155000.0,186000.0
35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,110400.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0,150000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0,85200.0
51.0,Male,PhD,Data Scientist,24.0,240000.0,288000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,182400.0
38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,142800.0
30.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
45.0,Male,PhD,Data Scientist,19.0,190000.0,228000.0
31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
41.0,Female,Master's Degree,Marketing Coordinator,13.0,131000.0,157200.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0,121200.0
30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
44.0,Male,PhD,Data Scientist,18.0,182000.0,218400.0
35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,110400.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0,150000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0,85200.0
51.0,Male,PhD,Data Scientist,24.0,240000.0,288000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,182400.0
38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,142800.0
30.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
45.0,Male,PhD,Data Scientist,19.0,190000.0,228000.0
31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
41.0,Female,Master's Degree,Marketing Coordinator,13.0,131000.0,157200.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0,121200.0
30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
44.0,Male,PhD,Data Scientist,18.0,182000.0,218400.0
35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,110400.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0,150000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0,85200.0
51.0,Male,PhD,Data Scientist,24.0,240000.0,288000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,182400.0
38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,142800.0
30.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
45.0,Male,PhD,Data Scientist,19.0,190000.0,228000.0
31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
41.0,Female,Master's Degree,Marketing Coordinator,13.0,131000.0,157200.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0,121200.0
30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
44.0,Male,PhD,Data Scientist,18.0,182000.0,218400.0
35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,110400.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0,150000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0,85200.0
51.0,Male,PhD,Data Scientist,24.0,240000.0,288000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,182400.0
38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,142800.0
30.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
45.0,Male,PhD,Data Scientist,19.0,190000.0,228000.0
31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
41.0,Female,Master's Degree,Marketing Coordinator,13.0,131000.0,157200.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0,121200.0
30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
44.0,Male,PhD,Data Scientist,18.0,182000.0,218400.0
35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,110400.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0,150000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0,85200.0
51.0,Male,PhD,Data Scientist,24.0,240000.0,288000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,43200.0
44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,182400.0
38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,142800.0
30.0,Female,High School,Junior Sales Associate,1.0,26000.0,31200.0
45.0,Male,PhD,Data Scientist,19.0,190000.0,228000.0
31.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,102000.0
41.0,Female,Master's Degree,Marketing Coordinator,13.0,131000.0,157200.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0,121200.0
30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,58800.0
44.0,Male,PhD,Data Scientist,18.0,182000.0,218400.0
35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,110400.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0,31200.0
37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0,150000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,71000.0,85200.0
51.0,Male,PhD,Data Scientist,24.0,240000.0,288000.0
